Product Pair,Frequency
"('Avaya IP Phone 1140E VoIP phone', ""Global Wood Trimmed Manager's Task Chair, Khaki"")",1
"('Avaya IP Phone 1140E VoIP phone', 'Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h')",1
"(""Global Wood Trimmed Manager's Task Chair, Khaki"", 'Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h')",1
"('AT&T SB67148 SynJ', 'Eldon Simplefile Box Office')",1
"('AT&T SB67148 SynJ', 'Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive')",1
"('Eldon Simplefile Box Office', 'Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive')",1
"('Personal Creations Ink Jet Cards and Labels', 'Xerox 1994')",1
"('Avery 477', 'Avery Hanging File Binders')",1
"('Avery 477', 'DYMO CardScan Personal V9 Business Card Scanner')",1
"('Avery 477', 'Executive Impressions 10"" Spectator Wall Clock')",1
"('Avery 477', 'Mophie Juice Pack Helium for iPhone')",1
"('Avery 477', 'Stacking Trays by OIC')",1
"('Avery 477', 'Xerox 1981')",1
"('Avery Hanging File Binders', 'DYMO CardScan Personal V9 Business Card Scanner')",1
"('Avery Hanging File Binders', 'Executive Impressions 10"" Spectator Wall Clock')",1
"('Avery Hanging File Binders', 'Mophie Juice Pack Helium for iPhone')",1
"('Avery Hanging File Binders', 'Stacking Trays by OIC')",1
"('Avery Hanging File Binders', 'Xerox 1981')",1
"('DYMO CardScan Personal V9 Business Card Scanner', 'Executive Impressions 10"" Spectator Wall Clock')",1
"('DYMO CardScan Personal V9 Business Card Scanner', 'Mophie Juice Pack Helium for iPhone')",1
"('DYMO CardScan Personal V9 Business Card Scanner', 'Stacking Trays by OIC')",1
"('DYMO CardScan Personal V9 Business Card Scanner', 'Xerox 1981')",1
"('Executive Impressions 10"" Spectator Wall Clock', 'Mophie Juice Pack Helium for iPhone')",1
"('Executive Impressions 10"" Spectator Wall Clock', 'Stacking Trays by OIC')",1
"('Executive Impressions 10"" Spectator Wall Clock', 'Xerox 1981')",1
"('Mophie Juice Pack Helium for iPhone', 'Stacking Trays by OIC')",1
"('Mophie Juice Pack Helium for iPhone', 'Xerox 1981')",1
"('Stacking Trays by OIC', 'Xerox 1981')",1
"('Advantus Push Pins, Aluminum Head', 'Ativa MDM8000 8-Sheet Micro-Cut Shredder')",1
"('Advantus Push Pins, Aluminum Head', 'Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box')",1
"('Advantus Push Pins, Aluminum Head', 'Newell 351')",1
"('Ativa MDM8000 8-Sheet Micro-Cut Shredder', 'Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box')",1
"('Ativa MDM8000 8-Sheet Micro-Cut Shredder', 'Newell 351')",1
"('Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box', 'Newell 351')",1
"('Boston Heavy-Duty Trimline Electric Pencil Sharpeners', 'GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack')",1
"('Avery Durable Poly Binders', 'Ibico Laser Imprintable Binding System Covers')",1
"('BIC Brite Liner Grip Highlighters, Assorted, 5/Pack', 'Sabrent 4-Port USB 2.0 Hub')",1
"('Hypercom P1300 Pinpad', 'Xerox 1971')",1
"('Eldon ClusterMat Chair Mat with Cordless Antistatic Protection', 'Global Deluxe Office Fabric Chairs')",1
"('Eldon ClusterMat Chair Mat with Cordless Antistatic Protection', 'Howard Miller 13"" Diameter Goldtone Round Wall Clock')",1
"('Eldon ClusterMat Chair Mat with Cordless Antistatic Protection', 'Ibico Laser Imprintable Binding System Covers')",1
"('Eldon ClusterMat Chair Mat with Cordless Antistatic Protection', 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box')",1
"('Global Deluxe Office Fabric Chairs', 'Howard Miller 13"" Diameter Goldtone Round Wall Clock')",1
"('Global Deluxe Office Fabric Chairs', 'Ibico Laser Imprintable Binding System Covers')",1
"('Global Deluxe Office Fabric Chairs', 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box')",1
"('Howard Miller 13"" Diameter Goldtone Round Wall Clock', 'Ibico Laser Imprintable Binding System Covers')",1
"('Howard Miller 13"" Diameter Goldtone Round Wall Clock', 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box')",1
"('Ibico Laser Imprintable Binding System Covers', 'Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box')",1
"('Avery Non-Stick Binders', 'Colored Push Pins')",1
"('Avery Non-Stick Binders', 'Logitech\xa0Gaming G510s - Keyboard')",1
"('Avery Non-Stick Binders', 'Xerox 1929')",1
"('Colored Push Pins', 'Logitech\xa0Gaming G510s - Keyboard')",1
"('Colored Push Pins', 'Xerox 1929')",1
"('Logitech\xa0Gaming G510s - Keyboard', 'Xerox 1929')",1
"('Boston Home & Office Model 2000 Electric Pencil Sharpeners', 'OIC Thumb-Tacks')",1
"('Staples', 'Storex Dura Pro Binders')",1
"('Fellowes Super Stor/Drawer Files', ""GBC Standard Plastic Binding Systems' Combs"")",1
"('Angle-D Binders with Locking Rings, Label Holders', 'Logitech 910-002974 M325 Wireless Mouse for Web Scrolling')",1
"('Angle-D Binders with Locking Rings, Label Holders', ""O'Sullivan Living Dimensions 5-Shelf Bookcases"")",1
"('Logitech 910-002974 M325 Wireless Mouse for Web Scrolling', ""O'Sullivan Living Dimensions 5-Shelf Bookcases"")",1
"('Enermax Briskie RF Wireless Keyboard and Mouse Combo', 'Logitech G600 MMO Gaming Mouse')",1
"('Enermax Briskie RF Wireless Keyboard and Mouse Combo', 'Staples')",1
"('Logitech G600 MMO Gaming Mouse', 'Staples')",1
"('Avery 508', 'GBC Standard Plastic Binding Systems Combs')",1
"('Avery 508', 'SAFCO Boltless Steel Shelving')",1
"('GBC Standard Plastic Binding Systems Combs', 'SAFCO Boltless Steel Shelving')",1
"('Longer-Life Soft White Bulbs', 'Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset')",1
"('Avery Hidden Tab Dividers for Binding Systems', 'Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order')",1
"('Avery Hidden Tab Dividers for Binding Systems', 'Prang Drawing Pencil Set')",1
"('Avery Hidden Tab Dividers for Binding Systems', 'Xerox 1967')",1
"('Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order', 'Prang Drawing Pencil Set')",1
"('Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order', 'Xerox 1967')",1
"('Prang Drawing Pencil Set', 'Xerox 1967')",1
"('Eldon Image Series Desk Accessories, Burgundy', 'Longer-Life Soft White Bulbs')",1
"('Eldon Image Series Desk Accessories, Burgundy', 'Woodgrain Magazine Files by Perma')",1
"('Longer-Life Soft White Bulbs', 'Woodgrain Magazine Files by Perma')",1
"('Colored Envelopes', 'Fellowes Officeware Wire Shelving')",1
"('Dana Fluorescent Magnifying Lamp, White, 36""', 'Kensington 6 Outlet Guardian Standard Surge Protector')",1
"('EcoTones Memo Sheets', 'Iceberg Nesting Folding Chair, 19w x 6d x 43h')",1
"('Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book', 'Novimex Swivel Fabric Task Chair')",1
"('Boston 16750 Black Compact Battery Pencil Sharpener', 'Ibico Standard Transparent Covers')",1
"('Boston 16750 Black Compact Battery Pencil Sharpener', 'Staples')",1
"('Ibico Standard Transparent Covers', 'Staples')",1
"('Avery 49', 'Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H')",1
"('Avery 49', 'Wilson Jones Leather-Like Binders with DublLock Round Rings')",1
"('Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H', 'Wilson Jones Leather-Like Binders with DublLock Round Rings')",1
"('Bestar Classic Bookcase', 'DIXON Ticonderoga Erasable Checking Pencils')",1
"('Acco Economy Flexible Poly Round Ring Binder', 'GBC Standard Therm-A-Bind Covers')",1
"('Acco Economy Flexible Poly Round Ring Binder', 'Howard Miller 13"" Diameter Pewter Finish Round Wall Clock')",1
"('GBC Standard Therm-A-Bind Covers', 'Howard Miller 13"" Diameter Pewter Finish Round Wall Clock')",1
"('Memorex Micro Travel Drive 32 GB', 'Sony 16GB Class 10 Micro SDHC R40 Memory Card')",1
"('Memorex Micro Travel Drive 32 GB', 'Tenex Antistatic Computer Chair Mats')",1
"('Memorex Micro Travel Drive 32 GB', 'Tennsco Double-Tier Lockers')",1
"('Memorex Micro Travel Drive 32 GB', 'Wilson Jones Legal Size Ring Binders')",1
"('Sony 16GB Class 10 Micro SDHC R40 Memory Card', 'Tenex Antistatic Computer Chair Mats')",1
"('Sony 16GB Class 10 Micro SDHC R40 Memory Card', 'Tennsco Double-Tier Lockers')",1
"('Sony 16GB Class 10 Micro SDHC R40 Memory Card', 'Wilson Jones Legal Size Ring Binders')",1
"('Tenex Antistatic Computer Chair Mats', 'Tennsco Double-Tier Lockers')",1
"('Tenex Antistatic Computer Chair Mats', 'Wilson Jones Legal Size Ring Binders')",1
"('Tennsco Double-Tier Lockers', 'Wilson Jones Legal Size Ring Binders')",1
"('Eldon Pizzaz Desk Accessories', 'Self-Adhesive Address Labels for Typewriters by Universal')",1
"('GBC DocuBind TL300 Electric Binding System', 'Riverleaf Stik-Withit Designer Note Cubes')",1
"('GBC DocuBind TL300 Electric Binding System', 'Safco Chair Connectors, 6/Carton')",1
"('Riverleaf Stik-Withit Designer Note Cubes', 'Safco Chair Connectors, 6/Carton')",1
"('Carina Double Wide Media Storage Towers in Natural & Black', 'Imation\xa030456 USB\xa0Flash Drive\xa08GB')",1
"('Carina Double Wide Media Storage Towers in Natural & Black', 'Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""')",1
"('Carina Double Wide Media Storage Towers in Natural & Black', 'Staples')",1
"('GBC Wire Binding Combs', 'Imation\xa030456 USB\xa0Flash Drive\xa08GB')",1
"('GBC Wire Binding Combs', 'Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""')",1
"('GBC Wire Binding Combs', 'Staples')",1
"('Imation\xa030456 USB\xa0Flash Drive\xa08GB', 'Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""')",1
"('Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""', 'Staples')",1
"('Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector', 'Hon 61000 Series Interactive Training Tables')",1
"('Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote', 'Maxell DVD-RAM Discs')",1
"('Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote', 'Panasonic KX-TG9471B')",1
"('Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote', 'Xerox 198')",1
"('Maxell DVD-RAM Discs', 'Panasonic KX-TG9471B')",1
"('Maxell DVD-RAM Discs', 'Xerox 198')",1
"('Panasonic KX-TG9471B', 'Xerox 198')",1
"('Hoover Commercial Lightweight Upright Vacuum', 'Maxell CD-R Discs')",1
"('Hoover Commercial Lightweight Upright Vacuum', 'Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book')",1
"('Maxell CD-R Discs', 'Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book')",1
"('OIC Colored Binder Clips, Assorted Sizes', 'Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2')",1
"('OIC Colored Binder Clips, Assorted Sizes', 'Tyvek  Top-Opening Peel & Seel Envelopes, Plain White')",1
"('OIC Colored Binder Clips, Assorted Sizes', 'Xerox 1921')",1
"('Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2', 'Tyvek  Top-Opening Peel & Seel Envelopes, Plain White')",1
"('Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2', 'Xerox 1921')",1
"('Tyvek  Top-Opening Peel & Seel Envelopes, Plain White', 'Xerox 1921')",1
"('AT&T 841000 Phone', 'DAX Black Cherry Wood-Tone Poster Frame')",1
"('AT&T 841000 Phone', 'GBC Linen Binding Covers')",1
"('AT&T 841000 Phone', 'Round Specialty Laser Printer Labels')",1
"('DAX Black Cherry Wood-Tone Poster Frame', 'GBC Linen Binding Covers')",1
"('DAX Black Cherry Wood-Tone Poster Frame', 'Round Specialty Laser Printer Labels')",1
"('GBC Linen Binding Covers', 'Round Specialty Laser Printer Labels')",1
"('Belkin F5C206VTEL 6 Outlet Surge', 'Chromcraft Rectangular Conference Tables')",1
"('Belkin F5C206VTEL 6 Outlet Surge', 'DXL Angle-View Binders with Locking Rings by Samsill')",1
"('Belkin F5C206VTEL 6 Outlet Surge', 'Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood')",1
"('Belkin F5C206VTEL 6 Outlet Surge', 'Konftel 250 Conference\xa0phone\xa0- Charcoal black')",1
"('Belkin F5C206VTEL 6 Outlet Surge', 'Mitel 5320 IP Phone VoIP phone')",1
"('Belkin F5C206VTEL 6 Outlet Surge', 'Newell 322')",1
"('Chromcraft Rectangular Conference Tables', 'DXL Angle-View Binders with Locking Rings by Samsill')",1
"('Chromcraft Rectangular Conference Tables', 'Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood')",1
"('Chromcraft Rectangular Conference Tables', 'Konftel 250 Conference\xa0phone\xa0- Charcoal black')",1
"('Chromcraft Rectangular Conference Tables', 'Mitel 5320 IP Phone VoIP phone')",1
"('Chromcraft Rectangular Conference Tables', 'Newell 322')",1
"('DXL Angle-View Binders with Locking Rings by Samsill', 'Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood')",1
"('DXL Angle-View Binders with Locking Rings by Samsill', 'Konftel 250 Conference\xa0phone\xa0- Charcoal black')",1
"('DXL Angle-View Binders with Locking Rings by Samsill', 'Mitel 5320 IP Phone VoIP phone')",1
"('DXL Angle-View Binders with Locking Rings by Samsill', 'Newell 322')",1
"('Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood', 'Konftel 250 Conference\xa0phone\xa0- Charcoal black')",1
"('Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood', 'Mitel 5320 IP Phone VoIP phone')",1
"('Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood', 'Newell 322')",1
"('Konftel 250 Conference\xa0phone\xa0- Charcoal black', 'Mitel 5320 IP Phone VoIP phone')",1
"('Konftel 250 Conference\xa0phone\xa0- Charcoal black', 'Newell 322')",1
"('Mitel 5320 IP Phone VoIP phone', 'Newell 322')",1
"('AT&T CL82213', 'Adjustable Depth Letter/Legal Cart')",1
"('Advantus Push Pins', 'Maxell 4.7GB DVD-R 5/Pack')",1
"('Avery 485', 'DAX Cubicle Frames, 8-1/2 x 11')",1
"('Avery 485', 'Metal Folding Chairs, Beige, 4/Carton')",1
"('DAX Cubicle Frames, 8-1/2 x 11', 'Metal Folding Chairs, Beige, 4/Carton')",1
"('1.7 Cubic Foot Compact ""Cube"" Office Refrigerators', 'Newell 310')",1
"('1.7 Cubic Foot Compact ""Cube"" Office Refrigerators', 'Southworth 100% Résumé Paper, 24lb.')",1
"('Newell 310', 'Southworth 100% Résumé Paper, 24lb.')",1
"('Staples', 'Xerox 225')",1
"('Avery 495', 'Newell 347')",1
"('DAX Cubicle Frames - 8x10', 'WD My Passport Ultra 1TB Portable External Hard Drive')",1
"('Carina Double Wide Media Storage Towers in Natural & Black', 'GBC Instant Report Kit')",1
"('Carina Double Wide Media Storage Towers in Natural & Black', 'Ibico EPK-21 Electric Binding System')",1
"('Carina Double Wide Media Storage Towers in Natural & Black', 'Xerox 217')",1
"('GBC Instant Report Kit', 'Ibico EPK-21 Electric Binding System')",1
"('GBC Instant Report Kit', 'Xerox 217')",1
"('Ibico EPK-21 Electric Binding System', 'Xerox 217')",1
"('Global Troy Executive Leather Low-Back Tilter', 'Hon 30"" x 60"" Table with Locking Drawer')",1
"('Global Troy Executive Leather Low-Back Tilter', 'Newell 334')",1
"('Hon 30"" x 60"" Table with Locking Drawer', 'Newell 334')",1
"('9-3/4 Diameter Round Wall Clock', 'Honeywell Quietcare HEPA Air Cleaner')",1
"('9-3/4 Diameter Round Wall Clock', 'Self-Adhesive Address Labels for Typewriters by Universal')",1
"('9-3/4 Diameter Round Wall Clock', 'Xerox 1916')",1
"('Honeywell Quietcare HEPA Air Cleaner', 'Self-Adhesive Address Labels for Typewriters by Universal')",1
"('Honeywell Quietcare HEPA Air Cleaner', 'Xerox 1916')",1
"('Self-Adhesive Address Labels for Typewriters by Universal', 'Xerox 1916')",1
"('Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays', 'Global Comet Stacking Armless Chair')",1
"('Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays', 'Newell 32')",1
"('Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays', 'Safco Drafting Table')",1
"('Global Comet Stacking Armless Chair', 'Newell 32')",1
"('Global Comet Stacking Armless Chair', 'Safco Drafting Table')",1
"('Newell 32', 'Safco Drafting Table')",1
"('Fellowes PB300 Plastic Comb Binding Machine', 'Plantronics Voyager Pro Legend')",1
"('Akro-Mils 12-Gallon Tote', 'Avery Recycled Flexi-View Covers for Binding Systems')",1
"('Akro-Mils 12-Gallon Tote', 'KI Adjustable-Height Table')",1
"('Akro-Mils 12-Gallon Tote', 'Padded Folding Chairs, Black, 4/Carton')",1
"('Avery Recycled Flexi-View Covers for Binding Systems', 'KI Adjustable-Height Table')",1
"('Avery Recycled Flexi-View Covers for Binding Systems', 'Padded Folding Chairs, Black, 4/Carton')",1
"('KI Adjustable-Height Table', 'Padded Folding Chairs, Black, 4/Carton')",1
"('Avery Metallic Poly Binders', 'Xerox 1923')",1
"('Avery Non-Stick Heavy Duty View Round Locking Ring Binders', 'Bionaire Personal Warm Mist Humidifier/Vaporizer')",1
"('Avery Non-Stick Heavy Duty View Round Locking Ring Binders', 'Memo Book, 100 Message Capacity, 5 3/8\x94 x 11\x94')",1
"('Avery Non-Stick Heavy Duty View Round Locking Ring Binders', 'Newell 35')",1
"('Avery Non-Stick Heavy Duty View Round Locking Ring Binders', 'Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders')",1
"('Bionaire Personal Warm Mist Humidifier/Vaporizer', 'Memo Book, 100 Message Capacity, 5 3/8\x94 x 11\x94')",1
"('Bionaire Personal Warm Mist Humidifier/Vaporizer', 'Newell 35')",1
"('Bionaire Personal Warm Mist Humidifier/Vaporizer', 'Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders')",1
"('Memo Book, 100 Message Capacity, 5 3/8\x94 x 11\x94', 'Newell 35')",1
"('Memo Book, 100 Message Capacity, 5 3/8\x94 x 11\x94', 'Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders')",1
"('Newell 35', 'Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders')",1
"('Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6\x94 x 11\x94', 'Global Value Steno Chair, Gray')",1
"('Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6\x94 x 11\x94', 'Xerox 1913')",1
"('Global Value Steno Chair, Gray', 'Xerox 1913')",1
"('Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity', 'Avery 488')",1
"('Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity', 'Blackstonian Pencils')",1
"('Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity', 'Recycled Steel Personal File for Standard File Folders')",1
"('Avery 488', 'Blackstonian Pencils')",1
"('Avery 488', 'Recycled Steel Personal File for Standard File Folders')",1
"('Blackstonian Pencils', 'Recycled Steel Personal File for Standard File Folders')",1
"('Bush Andora Bookcase, Maple/Graphite Gray Finish', 'OtterBox Commuter Series Case - Samsung Galaxy S4')",1
"('Bush Andora Bookcase, Maple/Graphite Gray Finish', 'Space Solutions HD Industrial Steel Shelving.')",1
"('OtterBox Commuter Series Case - Samsung Galaxy S4', 'Space Solutions HD Industrial Steel Shelving.')",1
"('Sauder Camden County Collection Libraries, Planked Cherry Finish', 'Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units')",1
"('Avery Arch Ring Binders', 'Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book')",1
"('Deluxe Chalkboard Eraser Cleaner', 'Eldon Econocleat Chair Mats for Low Pile Carpets')",1
"('Deluxe Chalkboard Eraser Cleaner', 'Smead Adjustable Mobile File Trolley with Lockable Top')",1
"('Eldon Econocleat Chair Mats for Low Pile Carpets', 'Smead Adjustable Mobile File Trolley with Lockable Top')",1
"('Fellowes Mighty 8 Compact Surge Protector', 'Xerox 194')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Belkin 8 Outlet Surge Protector')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'Portable Personal File Box')",1
"('ACCOHIDE 3-Ring Binder, Blue, 1""', 'X-Rack File for Hanging Folders')",1
